Observasi_ID,Tanggal_Observasi,Grid_ID,Jenis_Lokasi,Latitude_Dummy,Longitude_Dummy,Persentase_Lumut,Persentase_Vegetasi,Air_Tenang,Paparan_Matahari,Luas_Genangan_m2,Curah_Hujan_30_Hari_mm,Pendatang_30_Hari,Pendatang_Dari_Endemis,Pekerja_Mobil,Riwayat_Perjalanan_Endemis,Skor_Mobilitas_0_100,Kasus_Malaria_1km_30Hari,Jarak_Hutan_m,Jarak_Sawah_m,Jarak_Sungai_m,Jarak_Rawa_m,Jarak_Tambang_m,Jarak_Permukiman_m,Jarak_Puskesmas_m,Habitat_Risk_Score_0_100,Mobility_Risk_Score_0_100,Risiko_Gabungan_0_100,Kategori_Habitat_5,Kategori_Heatmap_4,Foto_Dokumentasi_ID
OBS-HJ-00108,2025-11-06,HJ-G-2040,Perkebunan,-3.463514,138.535634,48,23,Tidak,Sedang,3.2,275,0,0,12,0,21,1,1410,220,1550,3540,2600,1900,2840,50,21,39,Medium,Rendah,IMG-HJ-00108.jpg
OBS-HJ-00109,2026-05-12,HJ-G-0590,Bekas Tambang,-3.48964,138.535634,60,95,Ya,Sedang,55.2,143,18,5,42,10,96,1,2690,1040,1210,2400,0,360,1100,91,96,81,Very High,Tinggi,IMG-HJ-00109.jpg
OBS-HJ-00110,2026-01-08,HJ-G-1853,Hutan,-3.466216,138.502255,70,54,Tidak,Rendah,15.1,424,0,0,6,1,18,0,0,1350,1600,1840,4080,1790,3510,49,18,35,Medium,Rendah,IMG-HJ-00110.jpg
OBS-HJ-00111,2026-05-11,HJ-G-1954,Hutan,-3.464414,138.503157,43,42,Tidak,Sedang,19.4,190,0,0,1,0,10,0,0,1440,1720,2020,4120,1930,3580,42,10,29,Medium,Rendah,IMG-HJ-00111.jpg
OBS-HJ-00112,2025-12-30,HJ-G-1260,Hutan,-3.477027,138.50857,75,69,Ya,Tinggi,7.7,359,0,0,5,0,41,1,0,200,210,610,2830,410,2240,82,41,64,Very High,Sedang,IMG-HJ-00112.jpg
OBS-HJ-00113,2026-05-13,HJ-G-0463,Rawa,-3.491441,138.511276,82,88,Ya,Sedang,14.8,210,0,0,1,0,10,2,1140,1120,1340,0,2100,320,1700,88,10,64,Very High,Sedang,IMG-HJ-00113.jpg
OBS-HJ-00114,2026-05-06,HJ-G-0978,Sawah,-3.482432,138.524808,67,78,Ya,Tinggi,4.2,233,1,0,3,0,13,2,1340,0,210,1360,1000,100,550,79,13,59,High,Sedang,IMG-HJ-00114.jpg
OBS-HJ-00115,2026-02-04,HJ-G-0709,Rawa,-3.486937,138.507668,72,85,Ya,Tinggi,50.4,383,0,0,0,0,10,0,580,810,780,0,2530,510,2030,87,10,59,Very High,Sedang,IMG-HJ-00115.jpg
OBS-HJ-00116,2026-04-08,HJ-G-1703,Hutan,-3.468919,138.502255,53,71,Ya,Rendah,13.2,219,0,0,1,0,34,0,0,1140,1340,1550,3910,1530,3320,64,34,48,High,Rendah,IMG-HJ-00116.jpg
OBS-HJ-00117,2026-05-26,HJ-G-1833,Sawah,-3.467117,138.529319,48,85,Tidak,Tinggi,19.7,189,1,0,0,0,15,1,730,0,1300,2760,2260,1580,2260,50,15,38,Medium,Rendah,IMG-HJ-00117.jpg
OBS-HJ-00118,2026-04-29,HJ-G-1362,Sawah,-3.475225,138.510374,51,49,Ya,Sedang,34.5,193,2,0,6,0,56,0,100,0,290,850,2780,600,2180,82,56,65,Very High,Sedang,IMG-HJ-00118.jpg
OBS-HJ-00119,2026-06-21,HJ-G-2168,Hutan,-3.460811,138.515787,32,35,Ya,Sedang,2.7,140,0,0,2,0,35,1,0,820,1780,2560,3500,2280,3140,59,35,48,Medium,Rendah,IMG-HJ-00119.jpg
OBS-HJ-00120,2026-01-26,HJ-G-0717,Permukiman,-3.486937,138.514885,0,35,Ya,Rendah,8.4,428,1,0,3,0,35,2,920,540,1090,200,1750,0,1230,65,35,54,High,Sedang,IMG-HJ-00120.jpg
OBS-HJ-00121,2026-04-03,HJ-G-1170,Sawah,-3.478829,138.517591,62,51,Tidak,Rendah,66.8,291,1,0,3,0,14,1,610,0,160,920,1890,450,1320,69,14,50,High,Rendah,IMG-HJ-00121.jpg
OBS-HJ-00122,2025-10-28,HJ-G-1799,Perkebunan,-3.468018,138.543753,23,42,Ya,Tinggi,3.6,231,5,1,10,1,80,0,2320,540,1450,3940,2250,1430,2900,48,80,47,Medium,Rendah,IMG-HJ-00122.jpg
OBS-HJ-00123,2025-10-21,HJ-G-1074,Sawah,-3.480631,138.5212,61,47,Ya,Tinggi,35.3,283,1,0,5,0,17,3,940,0,170,1080,1440,300,900,83,17,65,Very High,Sedang,IMG-HJ-00123.jpg
OBS-HJ-00124,2025-11-15,HJ-G-0520,Permukiman,-3.490541,138.517591,18,26,Ya,Sedang,1.8,303,11,0,0,0,37,6,1410,900,1330,400,1400,0,1000,64,37,63,High,Sedang,IMG-HJ-00124.jpg
OBS-HJ-00125,2025-11-30,HJ-G-1177,Sawah,-3.478829,138.523906,59,69,Ya,Sedang,21.6,305,0,0,3,0,27,4,940,0,140,1440,1350,500,960,88,27,72,Very High,Sedang,IMG-HJ-00125.jpg
OBS-HJ-00126,2025-11-16,HJ-G-0900,Belukar/Lahan Terbuka,-3.484234,138.544655,40,16,Tidak,Sedang,3.2,292,4,1,2,0,11,2,3080,1060,1330,3440,780,100,2100,45,11,36,Medium,Rendah,IMG-HJ-00126.jpg
OBS-HJ-00127,2025-10-01,HJ-G-1012,Permukiman,-3.481532,138.510374,0,53,Ya,Sedang,4.6,262,5,1,4,2,52,1,200,140,320,200,2420,0,1840,69,52,58,High,Sedang,IMG-HJ-00127.jpg
OBS-HJ-00128,2026-04-03,HJ-G-0394,Bekas Tambang,-3.493243,138.539242,61,64,Ya,Sedang,50.8,270,13,1,22,7,82,0,3260,1570,1750,2810,0,140,1620,81,82,69,Very High,Sedang,IMG-HJ-00128.jpg
OBS-HJ-00129,2026-01-04,HJ-G-1431,Sawah,-3.474324,138.527515,43,54,Ya,Tinggi,30.5,341,2,0,0,0,32,0,890,0,710,2060,1570,890,1440,65,32,49,High,Rendah,IMG-HJ-00129.jpg
OBS-HJ-00130,2026-04-18,HJ-G-2137,Perkebunan,-3.461712,138.532927,54,30,Tidak,Sedang,9.6,192,0,0,25,0,32,0,1170,280,1760,3470,2800,2100,2930,38,32,31,Low,Rendah,IMG-HJ-00130.jpg
OBS-HJ-00131,2026-02-02,HJ-G-0107,Belukar/Lahan Terbuka,-3.497748,138.505864,40,24,Tidak,Tinggi,8.9,357,3,0,0,0,34,0,1490,1970,1990,140,2790,730,2520,46,34,37,Medium,Rendah,IMG-HJ-00131.jpg
OBS-HJ-00132,2026-02-06,HJ-G-0548,Permukiman,-3.490541,138.542851,12,32,Tidak,Sedang,1.5,346,5,3,3,3,71,2,3330,1480,1710,3200,300,0,1910,43,71,47,Medium,Rendah,IMG-HJ-00132.jpg
OBS-HJ-00133,2026-04-13,HJ-G-1402,Hutan,-3.474324,138.501353,57,74,Ya,Rendah,27.8,251,1,0,4,1,21,0,0,1000,930,1030,3670,1140,3080,80,21,56,High,Sedang,IMG-HJ-00133.jpg
OBS-HJ-00134,2026-02-17,HJ-G-1935,Sawah,-3.465315,138.531123,55,68,Ya,Sedang,15.9,350,4,1,0,2,80,1,900,0,1410,3040,2420,1730,2500,71,80,65,High,Sedang,IMG-HJ-00134.jpg
OBS-HJ-00135,2026-02-21,HJ-G-0352,Rawa,-3.493243,138.501353,77,57,Ya,Tinggi,12.5,359,0,0,0,0,8,0,900,1780,1640,0,3210,1220,2810,80,8,54,High,Sedang,IMG-HJ-00135.jpg
OBS-HJ-00136,2025-11-05,HJ-G-1153,Hutan,-3.478829,138.502255,71,71,Ya,Rendah,25.9,316,0,0,3,1,12,1,0,900,610,540,3360,810,2790,81,12,57,Very High,Sedang,IMG-HJ-00136.jpg
OBS-HJ-00137,2026-02-21,HJ-G-0356,Rawa,-3.493243,138.504962,95,81,Ya,Rendah,25.8,311,2,0,0,0,38,0,980,1570,1510,0,2810,820,2420,90,38,66,Very High,Sedang,IMG-HJ-00137.jpg
OBS-HJ-00138,2025-11-02,HJ-G-1063,Sawah,-3.480631,138.511276,74,41,Tidak,Sedang,12.4,308,5,1,1,3,59,5,220,0,290,320,2370,100,1790,64,59,65,High,Sedang,IMG-HJ-00138.jpg
OBS-HJ-00139,2025-10-01,HJ-G-1507,Hutan,-3.472523,138.505864,85,58,Ya,Sedang,3.4,260,2,0,4,1,49,0,0,580,790,1100,3360,980,2760,73,49,57,High,Sedang,IMG-HJ-00139.jpg
OBS-HJ-00140,2026-02-25,HJ-G-1964,Hutan,-3.464414,138.512179,56,82,Tidak,Tinggi,15.3,318,1,0,1,0,12,0,0,1140,1400,2060,3410,1810,2960,44,12,31,Medium,Rendah,IMG-HJ-00140.jpg
OBS-HJ-00141,2026-01-28,HJ-G-1012,Permukiman,-3.481532,138.510374,11,52,Ya,Sedang,6.9,419,6,1,5,3,43,2,200,140,320,200,2420,0,1840,66,43,56,High,Sedang,IMG-HJ-00141.jpg
OBS-HJ-00142,2026-02-23,HJ-G-1490,Sawah,-3.473423,138.535634,46,70,Tidak,Tinggi,39.5,356,0,0,0,0,28,1,1620,0,460,2870,1500,800,1870,61,28,48,High,Rendah,IMG-HJ-00142.jpg
OBS-HJ-00143,2026-03-30,HJ-G-0664,Rawa,-3.487838,138.512179,80,76,Ya,Sedang,16.8,214,0,0,0,0,31,2,810,710,1020,0,2020,200,1530,83,31,65,Very High,Sedang,IMG-HJ-00143.jpg
OBS-HJ-00144,2026-01-28,HJ-G-2369,Hutan,-3.457207,138.516689,37,46,Ya,Rendah,12.9,355,0,0,1,0,13,0,0,920,2180,2970,3800,2690,3490,60,13,42,Medium,Rendah,IMG-HJ-00144.jpg
OBS-HJ-00145,2026-06-10,HJ-G-1724,Hutan,-3.468919,138.5212,15,56,Ya,Rendah,3.2,118,2,0,10,1,28,2,0,100,1010,2000,2420,1600,2100,52,28,44,Medium,Rendah,IMG-HJ-00145.jpg
OBS-HJ-00146,2025-10-07,HJ-G-1578,Sawah,-3.471622,138.524808,53,70,Tidak,Sedang,19.2,219,1,0,0,0,23,1,500,0,900,2050,1970,1300,1730,49,23,39,Medium,Rendah,IMG-HJ-00146.jpg
OBS-HJ-00147,2026-03-16,HJ-G-0389,Bekas Tambang,-3.493243,138.534732,69,71,Ya,Sedang,46.5,252,21,8,32,16,89,0,2940,1390,1540,2310,0,360,1180,90,89,76,Very High,Tinggi,IMG-HJ-00147.jpg
OBS-HJ-00148,2025-12-07,HJ-G-1223,Sawah,-3.477928,138.520298,54,61,Tidak,Sedang,69.9,365,3,0,2,0,56,3,640,0,50,1200,1700,600,1210,74,56,67,High,Sedang,IMG-HJ-00148.jpg
OBS-HJ-00149,2026-05-08,HJ-G-0156,Belukar/Lahan Terbuka,-3.496847,138.504962,25,42,Tidak,Rendah,12.6,130,0,0,0,0,22,0,1360,1920,1910,100,2860,810,2560,51,22,38,Medium,Rendah,IMG-HJ-00149.jpg
OBS-HJ-00150,2025-12-02,HJ-G-0545,Bekas Tambang,-3.490541,138.540144,61,64,Ya,Tinggi,29.9,327,5,1,31,10,100,2,3110,1340,1540,2900,0,100,1610,80,100,77,High,Tinggi,IMG-HJ-00150.jpg
OBS-HJ-00151,2025-12-14,HJ-G-1738,Sawah,-3.468919,138.533829,59,63,Tidak,Tinggi,22.1,388,0,0,0,0,18,2,1260,0,950,2980,2000,1300,2210,50,18,41,Medium,Rendah,IMG-HJ-00151.jpg
OBS-HJ-00152,2026-04-09,HJ-G-1497,Perkebunan,-3.473423,138.541949,48,52,Tidak,Sedang,7.1,228,1,0,9,0,52,0,2280,220,920,3490,1620,810,2340,45,52,40,Medium,Rendah,IMG-HJ-00152.jpg
OBS-HJ-00153,2025-10-31,HJ-G-2216,Hutan,-3.45991,138.513983,45,48,Tidak,Tinggi,7.2,288,1,0,3,1,9,0,0,1040,1880,2600,3690,2330,3310,42,9,29,Medium,Rendah,IMG-HJ-00153.jpg
OBS-HJ-00154,2025-11-17,HJ-G-1341,Sawah,-3.476126,138.536536,60,75,Ya,Sedang,98.4,339,1,0,1,0,0,4,1840,0,250,2820,1200,510,1700,94,0,71,Very High,Sedang,IMG-HJ-00154.jpg
OBS-HJ-00155,2025-10-05,HJ-G-0796,Permukiman,-3.486036,138.541046,12,59,Ya,Rendah,1.0,272,3,0,1,1,66,0,2860,940,1180,3010,360,0,1680,65,66,55,High,Sedang,IMG-HJ-00155.jpg
OBS-HJ-00156,2026-02-10,HJ-G-1394,Sawah,-3.475225,138.539242,45,46,Tidak,Sedang,44.4,316,2,0,5,0,55,2,2060,0,560,3140,1330,600,1980,60,55,55,Medium,Sedang,IMG-HJ-00156.jpg
OBS-HJ-00157,2026-03-25,HJ-G-1625,Sawah,-3.470721,138.522102,33,60,Ya,Rendah,53.5,289,0,0,0,0,22,2,200,0,860,1910,2200,1400,1880,72,22,56,High,Sedang,IMG-HJ-00157.jpg
OBS-HJ-00158,2026-06-01,HJ-G-2164,Hutan,-3.460811,138.512179,56,71,Ya,Rendah,8.0,158,0,0,1,3,77,0,0,1220,1790,2450,3720,2210,3310,67,77,59,High,Sedang,IMG-HJ-00158.jpg
OBS-HJ-00159,2026-02-05,HJ-G-1279,Sawah,-3.477027,138.52571,65,69,Ya,Sedang,12.9,406,1,1,0,1,48,2,920,0,400,1720,1390,700,1130,77,48,64,High,Sedang,IMG-HJ-00159.jpg
OBS-HJ-00160,2025-11-18,HJ-G-0071,Belukar/Lahan Terbuka,-3.498649,138.518493,25,46,Ya,Tinggi,1.4,307,0,0,3,0,0,3,2200,1800,2130,850,1490,100,1520,48,0,38,Medium,Rendah,IMG-HJ-00160.jpg
OBS-HJ-00161,2026-05-29,HJ-G-0378,Permukiman,-3.493243,138.524808,3,55,Ya,Tinggi,2.3,154,10,0,0,0,38,7,2220,1200,1390,1220,630,0,680,49,38,54,Medium,Sedang,IMG-HJ-00161.jpg
OBS-HJ-00162,2026-03-23,HJ-G-0960,Permukiman,-3.482432,138.50857,31,17,Ya,Tinggi,1.8,265,1,0,4,2,67,1,100,360,300,100,2560,0,2000,68,67,60,High,Sedang,IMG-HJ-00162.jpg
OBS-HJ-00163,2025-10-14,HJ-G-0539,Bekas Tambang,-3.490541,138.534732,80,56,Ya,Rendah,32.0,280,6,1,36,8,87,1,2700,1120,1260,2300,0,450,1040,85,87,75,Very High,Sedang,IMG-HJ-00163.jpg
OBS-HJ-00164,2025-11-15,HJ-G-1600,Perkebunan,-3.471622,138.544655,0,6,Tidak,Rendah,5.3,282,9,0,11,0,45,1,2500,500,1280,3850,1920,1080,2700,31,45,32,Low,Rendah,IMG-HJ-00164.jpg
OBS-HJ-00165,2026-02-06,HJ-G-2318,Hutan,-3.458108,138.515787,80,43,Ya,Sedang,4.1,386,1,0,1,0,34,0,0,940,2080,2850,3760,2570,3420,63,34,48,High,Rendah,IMG-HJ-00165.jpg
OBS-HJ-00166,2025-11-27,HJ-G-0184,Permukiman,-3.496847,138.530221,7,33,Ya,Sedang,1.6,351,2,0,5,0,52,2,2940,1610,1800,1900,280,0,1170,57,52,52,Medium,Sedang,IMG-HJ-00166.jpg
OBS-HJ-00167,2026-05-01,HJ-G-0415,Rawa,-3.492342,138.513081,62,67,Ya,Tinggi,40.8,199,0,0,0,0,16,2,1300,1170,1510,0,1900,100,1540,82,16,61,Very High,Sedang,IMG-HJ-00167.jpg
OBS-HJ-00168,2026-02-21,HJ-G-1987,Sawah,-3.464414,138.532927,48,27,Ya,Sedang,31.9,330,1,1,0,0,15,0,1100,0,1460,3250,2500,1800,2640,73,15,50,High,Rendah,IMG-HJ-00168.jpg
OBS-HJ-00169,2025-12-18,HJ-G-0661,Rawa,-3.487838,138.509472,100,75,Ya,Sedang,67.9,303,4,0,3,0,46,1,710,810,910,0,2320,500,1830,91,46,71,Very High,Sedang,IMG-HJ-00169.jpg
OBS-HJ-00170,2026-02-14,HJ-G-2163,Hutan,-3.460811,138.511276,61,51,Tidak,Rendah,23.9,318,1,0,2,1,8,0,0,1320,1810,2430,3780,2200,3350,49,8,33,Medium,Rendah,IMG-HJ-00170.jpg
OBS-HJ-00171,2026-02-22,HJ-G-1427,Sawah,-3.474324,138.523906,72,59,Ya,Sedang,10.0,349,0,0,0,0,17,1,570,0,590,1770,1750,1000,1450,79,17,57,High,Sedang,IMG-HJ-00171.jpg
OBS-HJ-00172,2025-11-12,HJ-G-0088,Belukar/Lahan Terbuka,-3.498649,138.533829,16,27,Tidak,Sedang,6.7,268,0,0,6,0,27,1,3380,1900,2080,2340,300,140,1540,48,27,39,Medium,Rendah,IMG-HJ-00172.jpg
OBS-HJ-00173,2026-01-19,HJ-G-0199,Belukar/Lahan Terbuka,-3.496847,138.543753,6,5,Tidak,Tinggi,14.5,388,1,0,1,0,28,0,3890,2150,2350,3350,570,500,2240,29,28,24,Low,Sangat Rendah,IMG-HJ-00173.jpg
OBS-HJ-00174,2026-01-04,HJ-G-1305,Hutan,-3.476126,138.50406,63,43,Ya,Rendah,5.8,370,0,0,9,1,25,0,0,700,580,730,3310,780,2720,72,25,52,High,Sedang,IMG-HJ-00174.jpg
OBS-HJ-00175,2026-04-13,HJ-G-1343,Sawah,-3.476126,138.53834,60,48,Ya,Tinggi,10.6,249,0,0,3,0,21,1,2010,0,430,3010,1220,500,1840,78,21,57,High,Sedang,IMG-HJ-00175.jpg
OBS-HJ-00176,2026-02-26,HJ-G-2387,Perkebunan,-3.457207,138.532927,29,21,Ya,Sedang,3.4,371,4,1,19,0,50,0,1260,730,2260,3830,3300,2600,3420,48,50,41,Medium,Rendah,IMG-HJ-00176.jpg
OBS-HJ-00177,2026-04-11,HJ-G-0063,Belukar/Lahan Terbuka,-3.498649,138.511276,35,25,Ya,Sedang,4.2,212,2,1,2,1,71,2,1860,1900,2120,320,2250,320,2070,64,71,61,High,Sedang,IMG-HJ-00177.jpg
OBS-HJ-00178,2026-01-17,HJ-G-1700,Perkebunan,-3.46982,138.544655,14,68,Ya,Tinggi,8.7,421,4,0,9,0,47,2,2450,540,1390,3940,2100,1260,2830,45,47,43,Medium,Rendah,IMG-HJ-00178.jpg
OBS-HJ-00179,2026-03-18,HJ-G-1959,Hutan,-3.464414,138.507668,58,37,Ya,Rendah,17.2,295,0,0,2,0,50,0,0,1240,1520,2000,3750,1810,3240,58,50,48,Medium,Rendah,IMG-HJ-00179.jpg
OBS-HJ-00180,2025-10-23,HJ-G-2142,Perkebunan,-3.461712,138.537438,14,66,Ya,Rendah,2.6,224,0,0,5,0,5,1,1650,500,1770,3820,2800,2100,3100,51,5,37,Medium,Rendah,IMG-HJ-00180.jpg
OBS-HJ-00181,2026-01-04,HJ-G-0176,Permukiman,-3.496847,138.523004,0,8,Tidak,Sedang,4.5,396,0,0,2,0,24,2,2330,1600,1820,1170,950,0,1120,20,24,23,Very Low,Sangat Rendah,IMG-HJ-00181.jpg
OBS-HJ-00182,2026-03-17,HJ-G-0377,Permukiman,-3.493243,138.523906,15,38,Tidak,Tinggi,9.5,344,8,0,2,0,31,3,2140,1200,1410,1120,730,0,710,32,31,34,Low,Rendah,IMG-HJ-00182.jpg
OBS-HJ-00183,2026-02-11,HJ-G-0714,Rawa,-3.486937,138.512179,95,85,Ya,Sedang,29.3,299,4,0,2,0,58,0,720,610,930,0,2040,200,1530,94,58,73,Very High,Sedang,IMG-HJ-00183.jpg
OBS-HJ-00184,2025-10-24,HJ-G-1270,Sawah,-3.477027,138.517591,69,20,Tidak,Sedang,5.7,209,4,0,4,0,49,0,410,0,30,1060,2000,630,1460,67,49,53,High,Sedang,IMG-HJ-00184.jpg
OBS-HJ-00185,2026-04-14,HJ-G-2189,Perkebunan,-3.460811,138.534732,33,47,Ya,Tinggi,9.3,263,0,0,9,1,64,0,1390,410,1850,3680,2900,2200,3090,49,64,45,Medium,Rendah,IMG-HJ-00185.jpg
OBS-HJ-00186,2026-04-11,HJ-G-0614,Rawa,-3.488739,138.512179,80,100,Tidak,Rendah,11.4,185,2,0,3,0,13,2,890,810,1100,0,2010,220,1540,70,13,53,High,Sedang,IMG-HJ-00186.jpg
OBS-HJ-00187,2025-12-25,HJ-G-0856,Rawa,-3.484234,138.504962,52,85,Ya,Rendah,29.4,339,3,0,4,0,54,1,200,780,570,0,2890,450,2350,94,54,74,Very High,Sedang,IMG-HJ-00187.jpg
OBS-HJ-00188,2025-12-16,HJ-G-1280,Sawah,-3.477027,138.526613,56,64,Ya,Sedang,24.8,357,3,1,1,2,81,4,990,0,420,1800,1340,670,1130,86,81,82,Very High,Tinggi,IMG-HJ-00188.jpg
OBS-HJ-00189,2025-11-01,HJ-G-0531,Permukiman,-3.490541,138.527515,21,31,Ya,Tinggi,3.7,282,4,0,8,1,43,3,2250,900,1080,1500,300,0,410,58,43,54,Medium,Sedang,IMG-HJ-00189.jpg
OBS-HJ-00190,2025-11-14,HJ-G-0285,Permukiman,-3.495045,138.531123,16,28,Tidak,Tinggi,5.4,295,5,3,3,4,84,2,2880,1430,1620,1940,100,0,1040,40,84,48,Low,Rendah,IMG-HJ-00190.jpg
OBS-HJ-00191,2025-12-20,HJ-G-2493,Belukar/Lahan Terbuka,-3.455405,138.53834,30,26,Tidak,Tinggi,30.9,391,2,0,0,0,0,0,1900,1120,2480,4380,3510,2800,3790,27,0,18,Low,Sangat Rendah,IMG-HJ-00191.jpg
OBS-HJ-00192,2026-01-08,HJ-G-0053,Belukar/Lahan Terbuka,-3.498649,138.502255,22,34,Ya,Sedang,3.9,389,2,0,0,0,49,1,1500,2240,2170,360,3200,1140,2920,56,49,49,Medium,Rendah,IMG-HJ-00192.jpg
OBS-HJ-00193,2026-04-23,HJ-G-1971,Hutan,-3.464414,138.518493,41,36,Ya,Rendah,8.7,216,0,0,4,1,25,1,0,500,1410,2280,3000,2010,2660,60,25,46,Medium,Rendah,IMG-HJ-00193.jpg
OBS-HJ-00194,2025-11-24,HJ-G-1382,Sawah,-3.475225,138.528417,60,70,Ya,Sedang,24.2,278,2,0,0,0,39,4,1030,0,580,2080,1430,760,1360,80,39,69,High,Sedang,IMG-HJ-00194.jpg
OBS-HJ-00195,2026-05-13,HJ-G-1273,Sawah,-3.477027,138.520298,85,78,Ya,Sedang,11.3,204,2,0,0,0,9,0,570,0,140,1270,1770,700,1290,93,9,62,Very High,Sedang,IMG-HJ-00195.jpg
OBS-HJ-00196,2026-01-13,HJ-G-1158,Hutan,-3.478829,138.506766,72,81,Ya,Rendah,9.8,365,0,0,6,1,29,1,0,400,150,400,2910,360,2320,92,29,68,Very High,Sedang,IMG-HJ-00196.jpg
OBS-HJ-00197,2025-11-27,HJ-G-0640,Bekas Tambang,-3.488739,138.535634,78,75,Ya,Sedang,134.3,308,11,4,15,6,72,4,2620,950,1120,2400,0,280,1080,93,72,84,Very High,Tinggi,IMG-HJ-00197.jpg
OBS-HJ-00198,2025-10-13,HJ-G-0758,Rawa,-3.486036,138.506766,83,99,Tidak,Tinggi,88.8,273,1,0,0,0,2,2,450,780,690,0,2650,450,2130,73,2,53,High,Sedang,IMG-HJ-00198.jpg
OBS-HJ-00199,2025-12-08,HJ-G-1060,Hutan,-3.480631,138.50857,53,87,Ya,Sedang,18.5,327,0,0,0,0,42,2,0,220,130,220,2640,100,2060,93,42,74,Very High,Sedang,IMG-HJ-00199.jpg
OBS-HJ-00200,2026-05-19,HJ-G-0120,Permukiman,-3.497748,138.517591,19,0,Ya,Rendah,4.0,153,5,0,2,0,34,4,2060,1700,2070,710,1550,0,1490,39,34,42,Low,Rendah,IMG-HJ-00200.jpg
OBS-HJ-00201,2026-03-23,HJ-G-1011,Permukiman,-3.481532,138.509472,28,25,Ya,Rendah,5.3,297,8,0,7,0,39,1,100,220,260,200,2510,0,1940,71,39,56,High,Sedang,IMG-HJ-00201.jpg
OBS-HJ-00202,2026-02-14,HJ-G-0581,Permukiman,-3.48964,138.527515,37,25,Tidak,Rendah,5.6,316,3,0,3,0,22,2,2160,800,980,1500,320,0,320,47,22,40,Medium,Rendah,IMG-HJ-00202.jpg
OBS-HJ-00203,2025-10-14,HJ-G-0308,Rawa,-3.494144,138.506766,82,65,Ya,Sedang,46.4,225,2,0,0,0,11,2,1170,1570,1590,0,2620,610,2260,88,11,64,Very High,Sedang,IMG-HJ-00203.jpg
OBS-HJ-00204,2026-01-30,HJ-G-2006,Hutan,-3.463514,138.504962,44,84,Ya,Rendah,7.7,314,0,0,4,0,22,0,0,1430,1720,2100,4040,1960,3510,73,22,52,High,Sedang,IMG-HJ-00204.jpg
OBS-HJ-00205,2026-02-09,HJ-G-1962,Hutan,-3.464414,138.510374,51,48,Ya,Rendah,4.6,372,2,0,3,1,56,0,0,1200,1430,2020,3540,1800,3060,59,56,50,Medium,Rendah,IMG-HJ-00205.jpg
OBS-HJ-00206,2025-10-22,HJ-G-2161,Hutan,-3.460811,138.509472,85,38,Ya,Sedang,4.4,268,1,1,5,1,25,0,0,1510,1840,2410,3910,2200,3450,68,25,49,High,Rendah,IMG-HJ-00206.jpg
OBS-HJ-00207,2025-12-01,HJ-G-1701,Hutan,-3.468919,138.500451,31,70,Tidak,Tinggi,8.5,386,0,0,6,1,30,0,0,1300,1460,1620,4080,1640,3480,37,30,30,Low,Rendah,IMG-HJ-00207.jpg
OBS-HJ-00208,2026-03-09,HJ-G-0956,Hutan,-3.482432,138.504962,82,59,Ya,Sedang,8.6,334,0,0,8,1,48,0,0,670,410,100,2940,400,2390,89,48,67,Very High,Sedang,IMG-HJ-00208.jpg
OBS-HJ-00209,2026-01-31,HJ-G-1302,Hutan,-3.476126,138.501353,56,53,Ya,Sedang,5.9,414,3,1,2,1,36,0,0,1000,810,850,3580,1030,2990,72,36,54,High,Sedang,IMG-HJ-00209.jpg
OBS-HJ-00210,2026-01-08,HJ-G-0897,Permukiman,-3.484234,138.541949,43,27,Ya,Rendah,2.1,376,5,0,5,0,30,1,2830,850,1100,3140,570,0,1800,56,30,45,Medium,Rendah,IMG-HJ-00210.jpg
OBS-HJ-00211,2026-05-06,HJ-G-1017,Sawah,-3.481532,138.514885,77,39,Ya,Tinggi,38.0,165,0,0,1,0,25,0,630,0,530,500,1970,100,1380,80,25,57,High,Sedang,IMG-HJ-00211.jpg
OBS-HJ-00212,2025-11-25,HJ-G-2093,Perkebunan,-3.462613,138.53834,11,8,Tidak,Sedang,15.8,284,2,0,13,0,44,1,1730,450,1700,3820,2710,2000,3050,40,44,37,Low,Rendah,IMG-HJ-00212.jpg
OBS-HJ-00213,2026-03-20,HJ-G-0571,Permukiman,-3.48964,138.518493,24,33,Tidak,Sedang,10.0,207,6,0,4,1,55,3,1420,800,1200,500,1300,0,870,41,55,45,Medium,Rendah,IMG-HJ-00213.jpg
OBS-HJ-00214,2025-12-01,HJ-G-1964,Hutan,-3.464414,138.512179,25,64,Ya,Sedang,5.8,334,2,1,2,0,14,0,0,1140,1400,2060,3410,1810,2960,62,14,43,High,Rendah,IMG-HJ-00214.jpg
OBS-HJ-00215,2025-12-26,HJ-G-0302,Belukar/Lahan Terbuka,-3.494144,138.501353,40,59,Ya,Tinggi,5.0,329,0,0,0,0,15,0,1000,1860,1730,100,3210,1200,2840,70,15,49,High,Rendah,IMG-HJ-00215.jpg
OBS-HJ-00216,2025-12-14,HJ-G-1319,Sawah,-3.476126,138.516689,48,74,Ya,Rendah,15.3,428,4,0,3,0,27,1,300,0,100,1060,2140,710,1600,88,27,65,Very High,Sedang,IMG-HJ-00216.jpg
